number,trial_id,id,url,is_nsfw,subject_id,trial_number,prompt,created_at,experiment_name,containsNSFW,filename,filepath,reference,trial_type,trial_code,curation,Experience,experiment_name1,Duration..in.seconds.,imagenumber,choice,cosine
852,66fe65ba8fc41826ca81d8c7,66fe65ba8fc41826ca81d8cb,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ3_3.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ3,a tropical lagoon with a tall palm in the left center of the composition. there is a waterfall pouring into the lagoon. mountains in the background with 2 peaks,2024-10-03T09:36:58Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ3.png,Copying,Q3_F3_landscape_C,1,3,Artist_final,1705,4,FALSE,0.8806147362316192
853,66fe66328fc41826ca81d8cc,66fe66328fc41826ca81d8cd,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ5_0.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ5,"two people sitting on park bench staring at each other. one girl one guy of black descent. she wears yellow dress to her knees, he wears khakis blue plaid shirt",2024-10-03T09:38:58Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,4,3,Artist_final,1705,1,FALSE,0.8029326553062406
854,66fe66328fc41826ca81d8cc,66fe66328fc41826ca81d8ce,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ5_1.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ5,"two people sitting on park bench staring at each other. one girl one guy of black descent. she wears yellow dress to her knees, he wears khakis blue plaid shirt",2024-10-03T09:38:58Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,4,3,Artist_final,1705,2,FALSE,0.8328342904420021
855,66fe66328fc41826ca81d8cc,66fe66328fc41826ca81d8cf,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ5_2.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ5,"two people sitting on park bench staring at each other. one girl one guy of black descent. she wears yellow dress to her knees, he wears khakis blue plaid shirt",2024-10-03T09:38:58Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,4,3,Artist_final,1705,3,FALSE,0.7884460231238758
856,66fe66328fc41826ca81d8cc,66fe66328fc41826ca81d8d0,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ5_3.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ5,"two people sitting on park bench staring at each other. one girl one guy of black descent. she wears yellow dress to her knees, he wears khakis blue plaid shirt",2024-10-03T09:38:58Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ5_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,4,3,Artist_final,1705,4,TRUE,0.8198924652189978
857,66fe66a18fc41826ca81d8d1,66fe66a18fc41826ca81d8d2,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ4_0.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ4,"6 apples in woven basket on a small tablecloth on small table. 4 more apples sit on the tablecloth in front of basket, 1 of 4 is in the veryfront",2024-10-03T09:40:49Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Artist_final,1705,1,FALSE,0.7801217370209848
858,66fe66a18fc41826ca81d8d1,66fe66a18fc41826ca81d8d3,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ4_1.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ4,"6 apples in woven basket on a small tablecloth on small table. 4 more apples sit on the tablecloth in front of basket, 1 of 4 is in the veryfront",2024-10-03T09:40:49Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Artist_final,1705,2,TRUE,0.7935108635811383
859,66fe66a18fc41826ca81d8d1,66fe66a18fc41826ca81d8d4,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ4_2.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ4,"6 apples in woven basket on a small tablecloth on small table. 4 more apples sit on the tablecloth in front of basket, 1 of 4 is in the veryfront",2024-10-03T09:40:49Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Artist_final,1705,3,FALSE,0.8083500071367814
860,66fe66a18fc41826ca81d8d1,66fe66a18fc41826ca81d8d5,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ4_3.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ4,"6 apples in woven basket on a small tablecloth on small table. 4 more apples sit on the tablecloth in front of basket, 1 of 4 is in the veryfront",2024-10-03T09:40:49Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,2,3,Artist_final,1705,4,FALSE,0.8110598665661503
861,66fe674a8fc41826ca81d8d6,66fe674a8fc41826ca81d8d7,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ1_0.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ1,Photograph of a medieval castle painting of a space station in orbit of planet with rings of asteroids with lasers,2024-10-03T09:43:38Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,NA,3,Artist_final,1705,1,NA,0.5643968667643312
862,66fe674a8fc41826ca81d8d6,66fe674a8fc41826ca81d8d8,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ1_1.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ1,Photograph of a medieval castle painting of a space station in orbit of planet with rings of asteroids with lasers,2024-10-03T09:43:38Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,NA,3,Artist_final,1705,2,NA,0.6009131490577617
863,66fe674a8fc41826ca81d8d6,66fe674a8fc41826ca81d8d9,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ1_2.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ1,Photograph of a medieval castle painting of a space station in orbit of planet with rings of asteroids with lasers,2024-10-03T09:43:38Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,NA,3,Artist_final,1705,3,NA,0.5200538879443454
864,66fe674a8fc41826ca81d8d6,66fe674a8fc41826ca81d8da,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_FaithfulQ1_3.png,FALSE,FS_8PZSXGDFJM4PVKL,FaithfulQ1,Photograph of a medieval castle painting of a space station in orbit of planet with rings of asteroids with lasers,2024-10-03T09:43:38Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_FaithfulQ1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ1.png,Creative,Q1_A4_Castle_C,NA,3,Artist_final,1705,4,NA,0.537697059058308
865,66fe67b98fc41826ca81d8db,66fe67b98fc41826ca81d8dc,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_0.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q1,A photo of a gray classic Mini Cooper lithograph riding a snail covered in peanut butter trying to save the life of colonel sanders with hamburgers,2024-10-03T09:45:29Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,4,3,Artist_final,1705,1,FALSE,0.6991659001398911
866,66fe67b98fc41826ca81d8db,66fe67b98fc41826ca81d8dd,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_1.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q1,A photo of a gray classic Mini Cooper lithograph riding a snail covered in peanut butter trying to save the life of colonel sanders with hamburgers,2024-10-03T09:45:29Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,4,3,Artist_final,1705,2,FALSE,0.6788041117688715
867,66fe67b98fc41826ca81d8db,66fe67b98fc41826ca81d8de,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_2.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q1,A photo of a gray classic Mini Cooper lithograph riding a snail covered in peanut butter trying to save the life of colonel sanders with hamburgers,2024-10-03T09:45:29Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,4,3,Artist_final,1705,3,FALSE,0.7102005197536395
868,66fe67b98fc41826ca81d8db,66fe67b98fc41826ca81d8df,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_3.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q1,A photo of a gray classic Mini Cooper lithograph riding a snail covered in peanut butter trying to save the life of colonel sanders with hamburgers,2024-10-03T09:45:29Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q1_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q1.png,Creative,QA1_A1_Car_C,4,3,Artist_final,1705,4,TRUE,0.6678289783855463
869,66fe68178fc41826ca81d8e0,66fe68178fc41826ca81d8e1,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_0.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q2,A cartoon landscape with trees emerging blackhole of realistic photograph with the black matter of what trees are on a molecular level. bursting into flames,2024-10-03T09:47:03Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,3,Artist_final,1705,1,FALSE,0.7612039866896576
870,66fe68178fc41826ca81d8e0,66fe68178fc41826ca81d8e2,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_1.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q2,A cartoon landscape with trees emerging blackhole of realistic photograph with the black matter of what trees are on a molecular level. bursting into flames,2024-10-03T09:47:03Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,3,Artist_final,1705,2,FALSE,0.7391300314995204
871,66fe68178fc41826ca81d8e0,66fe68178fc41826ca81d8e3,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_2.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q2,A cartoon landscape with trees emerging blackhole of realistic photograph with the black matter of what trees are on a molecular level. bursting into flames,2024-10-03T09:47:03Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,3,Artist_final,1705,3,TRUE,0.7437713116393757
872,66fe68178fc41826ca81d8e0,66fe68178fc41826ca81d8e4,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_3.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q2,A cartoon landscape with trees emerging blackhole of realistic photograph with the black matter of what trees are on a molecular level. bursting into flames,2024-10-03T09:47:03Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q2.png,Creative,Q42_A2_Cartoon_C,3,3,Artist_final,1705,4,FALSE,0.7863960984122114
873,66fe687a8fc41826ca81d8e5,66fe687a8fc41826ca81d8e6,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_0.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q3,Painting of a penguin morphing into a realistic picture of sturgeon hovering with crowd in shock,2024-10-03T09:48:42Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,1,3,Artist_final,1705,1,TRUE,0.7818495491632637
874,66fe687a8fc41826ca81d8e5,66fe687a8fc41826ca81d8e7,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_1.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q3,Painting of a penguin morphing into a realistic picture of sturgeon hovering with crowd in shock,2024-10-03T09:48:42Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,1,3,Artist_final,1705,2,FALSE,0.7869025174302872
875,66fe687a8fc41826ca81d8e5,66fe687a8fc41826ca81d8e8,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_2.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q3,Painting of a penguin morphing into a realistic picture of sturgeon hovering with crowd in shock,2024-10-03T09:48:42Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,1,3,Artist_final,1705,3,FALSE,0.7632435340753156
876,66fe687a8fc41826ca81d8e5,66fe687a8fc41826ca81d8e9,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_3.png,FALSE,FS_8PZSXGDFJM4PVKL,Aesthetics Q3,Painting of a penguin morphing into a realistic picture of sturgeon hovering with crowd in shock,2024-10-03T09:48:42Z,Artist_final,0,FS_8PZSXGDFJM4PVKL_Aesthetics Q3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_8PZSXGDFJM4PVKL_Aesthetics Q3_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/Aesthetics Q3.png,Creative,QA3_A3_Penguin_C,1,3,Artist_final,1705,4,FALSE,0.833292716449503
885,66fe6f2f8fc41826ca81d8f4,66fe6f2f8fc41826ca81d8f5,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ4_0.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ4,Still life painting with six apples in a basket and four in front of basket on a table. Brown and cyan blocky background. Light blue canvas on table.,2024-10-03T10:17:19Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ4_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,1,1,Artist_final,1481,1,TRUE,0.8944645920968675
886,66fe6f2f8fc41826ca81d8f4,66fe6f2f8fc41826ca81d8f6,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ4_1.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ4,Still life painting with six apples in a basket and four in front of basket on a table. Brown and cyan blocky background. Light blue canvas on table.,2024-10-03T10:17:19Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ4_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,1,1,Artist_final,1481,2,FALSE,0.8715510775649123
887,66fe6f2f8fc41826ca81d8f4,66fe6f2f8fc41826ca81d8f7,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ4_2.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ4,Still life painting with six apples in a basket and four in front of basket on a table. Brown and cyan blocky background. Light blue canvas on table.,2024-10-03T10:17:19Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ4_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,1,1,Artist_final,1481,3,FALSE,0.8816622496600313
888,66fe6f2f8fc41826ca81d8f4,66fe6f2f8fc41826ca81d8f8,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ4_3.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ4,Still life painting with six apples in a basket and four in front of basket on a table. Brown and cyan blocky background. Light blue canvas on table.,2024-10-03T10:17:19Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ4_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ4.png,Copying,Q4_F4_Apples_C,1,1,Artist_final,1481,4,FALSE,0.8997504521898076
889,66fe6fb38fc41826ca81d8f9,66fe6fb38fc41826ca81d8fa,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ2_0.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ2,A tree man with black glasses is reading book in a library. There is a book in the front center of the image. There are bookselves inthe background.,2024-10-03T10:19:31Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ2_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,1,Artist_final,1481,1,TRUE,0.7891851129689773
890,66fe6fb38fc41826ca81d8f9,66fe6fb38fc41826ca81d8fb,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ2_1.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ2,A tree man with black glasses is reading book in a library. There is a book in the front center of the image. There are bookselves inthe background.,2024-10-03T10:19:31Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ2_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,1,Artist_final,1481,2,FALSE,0.6998247319264599
891,66fe6fb38fc41826ca81d8f9,66fe6fb38fc41826ca81d8fc,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ2_2.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ2,A tree man with black glasses is reading book in a library. There is a book in the front center of the image. There are bookselves inthe background.,2024-10-03T10:19:31Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ2_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,1,Artist_final,1481,3,FALSE,0.7605011866755945
892,66fe6fb38fc41826ca81d8f9,66fe6fb38fc41826ca81d8fd,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ2_3.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ2,A tree man with black glasses is reading book in a library. There is a book in the front center of the image. There are bookselves inthe background.,2024-10-03T10:19:31Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ2_3.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ2.png,Copying,Q2_F2_Tree_C,1,1,Artist_final,1481,4,FALSE,0.8065404083868281
893,66fe702e8fc41826ca81d8fe,66fe702e8fc41826ca81d8ff,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ5_0.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ5,CGI picture with black man and a woman sitting on a green benchin a city. Man has blue shirt and brown pants. Woman is wearing yellow summer dress.,2024-10-03T10:21:34Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ5_0.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Artist_final,1481,1,FALSE,0.808055087730817
894,66fe702e8fc41826ca81d8fe,66fe702e8fc41826ca81d900,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ5_1.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ5,CGI picture with black man and a woman sitting on a green benchin a city. Man has blue shirt and brown pants. Woman is wearing yellow summer dress.,2024-10-03T10:21:34Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ5_1.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Artist_final,1481,2,TRUE,0.757284539654474
895,66fe702e8fc41826ca81d8fe,66fe702e8fc41826ca81d901,https://creativeai-20221111143400.s3.amazonaws.com/Artist_final/FS_2QQAlww10WoHb4r_FaithfulQ5_2.png,FALSE,FS_2QQAlww10WoHb4r,FaithfulQ5,CGI picture with black man and a woman sitting on a green benchin a city. Man has blue shirt and brown pants. Woman is wearing yellow summer dress.,2024-10-03T10:21:34Z,Artist_final,0,FS_2QQAlww10WoHb4r_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/results/FS_2QQAlww10WoHb4r_FaithfulQ5_2.png,C:/Users/Andres/korpused/AI Berlin data/study/stims/FaithfulQ5.png,Copying,Q5_F5_People_C,2,1,Artist_final,1481,3,FALSE,0.7515460665737586
