"","StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","Training.1_Prompt_C","Training.2_C","Q2_F2_Tree_C","Q3_F3_landscape_C","Q5_F5_People_C","QA1_A1_Car_C","Q42_A2_Cartoon_C","QA3_A3_Penguin_C","Feel","Attitude_1","generative.AI","Experience","Academic.background","Visual.art","time.investment","experiment_name","SessionID","subject_id","trial_name","FL_27_DO","FL_38_DO","Technical.issues","Feel.1","Q4_F4_Apples_C","Q1_A4_Castle_C","Academic.background_5_TEXT","Q51","Anything.else","Language","Language.1","Language_5_TEXT","Academic.background.1","Highest.education.level.completed","Languagebinary"
"51","2024-10-14 04:51:34","2024-10-14 05:02:32",100,"658","1","2024-10-14 05:02:32","R_2nvqKesK0y1kFbj","3","1","1","1","2","4","4","1","it feels very natural and fun to use","5","1","3","1","1","2","Laypeople_final","FS_2nvqKesK0y1kFbj","FS_2nvqKesK0y1kFbj","Aesthetics Q3","FL_32|FL_30|FL_34|FL_36","FL_41|FL_29|FL_42|FL_48","","it feels very natural and fun to use","2","4","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"52","2024-10-14 05:11:38","2024-10-14 05:25:26",100,"828","1","2024-10-14 05:25:27","R_8curb9wKWt0YP6B","2","3","4","2","4","4","4","4","It is amazing","4","1","3","1","1","2","Laypeople_final","FS_8curb9wKWt0YP6B","FS_8curb9wKWt0YP6B","Aesthetics Q2","FL_30|FL_32|FL_34|FL_36","FL_29|FL_41|FL_48|FL_42","No","It is amazing","2","4","","","No thanks",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"53","2024-10-14 05:11:38","2024-10-14 05:37:05",100,"1526","1","2024-10-14 05:37:06","R_4OZArtRNoKgnkIz","2","","3","3","2","2","4","4","The generated images sometimes don't quite match my expectations","4","1","2","1","1","1","Laypeople_final","FS_4OZArtRNoKgnkIz","FS_4OZArtRNoKgnkIz","Aesthetics Q2","FL_34|FL_36|FL_30|FL_32","FL_41|FL_29|FL_48|FL_42","no","The generated images sometimes don't quite match my expectations","3","4","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"54","2024-10-14 05:12:05","2024-10-14 05:37:55",100,"1549","1","2024-10-14 05:37:55","R_2Nel2tsnKwClpjH","1","4","3","2","2","3","4","2","The real potential lies in the collaboration between humans and AI where technology amplifies human vision rather than replaces it.","4","1","3","1","1","2","Laypeople_final","FS_2Nel2tsnKwClpjH","FS_2Nel2tsnKwClpjH","Aesthetics Q2","FL_30|FL_32|FL_36|FL_34","FL_41|FL_48|FL_29|FL_42","No","The real potential lies in the collaboration between humans and AI where technology amplifies human vision rather than replaces it.","4","3","","","N/A",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"55","2024-10-14 05:22:33","2024-10-14 05:40:29",100,"1075","1","2024-10-14 05:40:29","R_8VsAzWM9lV1pBRY","1","4","3","3","2","3","4","3","Seems to product an AI ""style""' photos and that the first part of the sentence is heavier as I aadd more stuff it just ignores that","4","1","2","1","1","2","Laypeople_final","FS_8VsAzWM9lV1pBRY","FS_8VsAzWM9lV1pBRY","Aesthetics Q2","FL_32|FL_30|FL_36|FL_34","FL_29|FL_41|FL_48|FL_42","No and I had fun","Seems to product an AI ""style""' photos and that the first part of the sentence is heavier as I aadd more stuff it just ignores that","2","1","","","Not really",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"56","2024-10-14 05:46:37","2024-10-14 05:56:03",100,"566","1","2024-10-14 05:56:04","R_2HHAZHrzB6koQPL","2","1","3","4","2","4","1","4","Not great and heavily focused on the inital parts of the prompt","3","2","1","1","1","1","Laypeople_final","FS_2HHAZHrzB6koQPL","FS_2HHAZHrzB6koQPL","Aesthetics Q1","FL_34|FL_30|FL_32|FL_36","FL_29|FL_42|FL_48|FL_41","no","Not great and heavily focused on the inital parts of the prompt","3","4","","","no",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"57","2024-10-14 05:46:55","2024-10-14 06:03:59",100,"1024","1","2024-10-14 06:03:59","R_8Cq4LpVii4K5Nyg","2","4","4","3","2","1","3","3","I am so excited about it - it was a lot of fun","5","2","1","1","1","1","Laypeople_final","FS_8Cq4LpVii4K5Nyg","FS_8Cq4LpVii4K5Nyg","Aesthetics Q1","FL_30|FL_34|FL_36|FL_32","FL_29|FL_48|FL_42|FL_41","no","I am so excited about it - it was a lot of fun","4","4","","","thanks for being able to participate, I really enjoyed it",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"58","2024-10-14 05:46:57","2024-10-14 06:01:03",100,"846","1","2024-10-14 06:01:04","R_8aQxMT0DRCyfKxM","1","2","2","2","2","3","1","3","I was already enthusiastic about it and I remains entusiastic","5","1","3","1","1","2","Laypeople_final","FS_8aQxMT0DRCyfKxM","FS_8aQxMT0DRCyfKxM","Aesthetics Q3","FL_32|FL_36|FL_34|FL_30","FL_41|FL_42|FL_29|FL_48","The first test was immediately skipped without a prompt and all 4 generated images were ""empty"". After that all worked fine","I was already enthusiastic about it and I remains entusiastic","2","4","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"59","2024-10-14 05:48:03","2024-10-14 06:09:19",100,"1276","1","2024-10-14 06:09:20","R_4IcwEwI0GIoApMG","3","1","2","3","2","4","1","4","As much as I use AI-generated art it's still surreal to me how advanced it's getting.","5","1","3","1","1","3","Laypeople_final","FS_4IcwEwI0GIoApMG","FS_4IcwEwI0GIoApMG","Aesthetics Q2","FL_32|FL_36|FL_30|FL_34","FL_48|FL_29|FL_41|FL_42","No","As much as I use AI-generated art it's still surreal to me how advanced it's getting.","2","4","","","No",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"60","2024-10-14 06:46:28","2024-10-14 07:02:55",100,"986","1","2024-10-14 07:02:56","R_2cEQiKihLY7gw1z","1","1","3","3","2","4","1","3","I find it quite fun","4","1","3","1","1","2","Laypeople_final","FS_2cEQiKihLY7gw1z","FS_2cEQiKihLY7gw1z","Aesthetics Q1","FL_34|FL_32|FL_30|FL_36","FL_42|FL_48|FL_29|FL_41","No","I find it quite fun","3","2","","","No",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"61","2024-10-14 06:46:28","2024-10-14 07:07:28",100,"1259","1","2024-10-14 07:07:28","R_8cMTyxyqAwcdznr","2","4","2","3","2","","3","3","It's funny to create it, but it the images always look a little bit off.","2","2","1","1","1","1","Laypeople_final","FS_8cMTyxyqAwcdznr","FS_8cMTyxyqAwcdznr","Aesthetics Q2","FL_36|FL_34|FL_30|FL_32","FL_48|FL_29|FL_41|FL_42","No","It's funny to create it, but it the images always look a little bit off.","3","4","","","Unfortunately I missed a choice of the created image because I was still choosing the best picture when the time ran out. I hope it will not be a problem!",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"62","2024-10-14 06:46:29","2024-10-14 07:04:58",100,"1108","1","2024-10-14 07:04:58","R_6dWwYY7euhcmCvK","1","","3","3","2","1","4","2","Impressive!","4","1","2","1","1","2","Laypeople_final","FS_6dWwYY7euhcmCvK","FS_6dWwYY7euhcmCvK","FaithfulQ1","FL_30|FL_32|FL_34|FL_36","FL_48|FL_42|FL_41|FL_29","None","Impressive!","3","2","","","",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"63","2024-10-14 06:46:32","2024-10-14 07:03:04",100,"991","1","2024-10-14 07:03:05","R_2f72R6pXv1zpbq2","4","4","4","3","2","2","1","1","yes","3","1","3","1","1","1","Laypeople_final","FS_2f72R6pXv1zpbq2","FS_2f72R6pXv1zpbq2","Aesthetics Q3","FL_30|FL_32|FL_36|FL_34","FL_29|FL_41|FL_42|FL_48","no","yes","3","2","","","no",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"64","2024-10-14 07:14:50","2024-10-14 07:39:16",100,"1465","1","2024-10-14 07:39:16","R_2oSCTcl1d8T3VLP","1","2","2","4","","3","3","3","difficult to give instructions","4","2","1","1","1","1","Laypeople_final","FS_2oSCTcl1d8T3VLP","FS_2oSCTcl1d8T3VLP","Aesthetics Q1","FL_32|FL_36|FL_34|FL_30","FL_29|FL_48|FL_42|FL_41","no","difficult to give instructions","3","4","","","nothing",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"65","2024-10-14 07:14:58","2024-10-14 07:23:22",100,"504","1","2024-10-14 07:23:22","R_2VszDKSxg9wCGjv","1","2","1","3","1","4","3","3","Fun to use","5","1","2","1","1","2","Laypeople_final","FS_2VszDKSxg9wCGjv","FS_2VszDKSxg9wCGjv","FaithfulQ1","FL_30|FL_34|FL_32|FL_36","FL_48|FL_41|FL_42|FL_29","no","Fun to use","1","3","","","Thanks for this, was funny !",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"66","2024-10-14 07:17:32","2024-10-14 07:34:25",100,"1012","1","2024-10-14 07:34:25","R_8Eih0dlFyWlcYUk","1","1","4","1","2","4","3","3","I think it is an interesting thing because it gives you the opportunity to create innovative images following your own imagination. ","5","1","2","1","1","2","Laypeople_final","FS_8Eih0dlFyWlcYUk","FS_8Eih0dlFyWlcYUk","FaithfulQ1","FL_30|FL_34|FL_36|FL_32","FL_41|FL_48|FL_42|FL_29","no","I think it is an interesting thing because it gives you the opportunity to create innovative images following your own imagination. ","4","4","","","no, thank you ",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"67","2024-10-14 08:06:02","2024-10-14 08:14:40",100,"518","1","2024-10-14 08:14:41","R_2q8aoYykr1XOCZd","1","1","1","3","1","3","2","1","che può essere molto utile ","4","1","3","1","1","1","Laypeople_final","FS_2q8aoYykr1XOCZd","FS_2q8aoYykr1XOCZd","Aesthetics Q1","FL_34|FL_30|FL_36|FL_32","FL_42|FL_29|FL_48|FL_41","No zero","che può essere molto utile ","3","4","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"68","2024-10-14 08:06:19","2024-10-14 08:19:08",100,"768","1","2024-10-14 08:19:08","R_2PUJFzEDwbv1xBf","4","1","1","3","1","1","2","1","I liked it!","3","1","3","1","1","2","Laypeople_final","FS_2PUJFzEDwbv1xBf","FS_2PUJFzEDwbv1xBf","Aesthetics Q2","FL_36|FL_32|FL_30|FL_34","FL_48|FL_41|FL_29|FL_42","no","I liked it!","4","4","","","no",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"69","2024-10-14 08:07:44","2024-10-14 08:35:47",100,"1682","1","2024-10-14 08:35:48","R_82HTqbGHxWi8oEx","","2","","1","","4","1","3","","4","1","3","1","1","","Laypeople_final","FS_82HTqbGHxWi8oEx","FS_82HTqbGHxWi8oEx","FaithfulQ1","FL_36|FL_32|FL_34|FL_30","FL_41|FL_42|FL_48|FL_29","","","3","","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"70","2024-10-14 09:43:48","2024-10-14 09:52:44",100,"535","1","2024-10-14 09:52:44","R_2fTawL3kaqBfkv7","2","4","3","1","2","1","1","","Not very precise","3","1","2","1","1","1","Laypeople_final","FS_2fTawL3kaqBfkv7","FS_2fTawL3kaqBfkv7","Aesthetics Q2","FL_30|FL_36|FL_32|FL_34","FL_48|FL_29|FL_41|FL_42","no","Not very precise","2","","","","no",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"71","2024-10-14 09:54:17","2024-10-14 10:10:47",100,"990","1","2024-10-14 10:10:48","R_5HwgBw6w6pVBtCx","1","3","3","3","2","4","3","3","you need to give more details to make it more accurate as what you want","5","1","2","1","1","1","Laypeople_final","FS_5HwgBw6w6pVBtCx","FS_5HwgBw6w6pVBtCx","FaithfulQ1","FL_32|FL_36|FL_34|FL_30","FL_48|FL_41|FL_42|FL_29",NA,"you need to give more details to make it more accurate as what you want","2","4","","","would like to know more about the results of the study",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"72","2024-10-14 09:55:41","2024-10-14 10:10:53",100,"911","1","2024-10-14 10:10:53","R_8B2gg7RG66Lp0aZ","2","","4","3","2","2","4","4","very excited","4","1","2","1","1","1","Laypeople_final","FS_8B2gg7RG66Lp0aZ","FS_8B2gg7RG66Lp0aZ","Aesthetics Q3","FL_32|FL_36|FL_30|FL_34","FL_41|FL_29|FL_42|FL_48","no","very excited","2","3","","","interesting study",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"73","2024-10-14 09:56:32","2024-10-14 10:08:02",100,"690","1","2024-10-14 10:08:02","R_2a5EV5cNnN74IyR","3","3","3","3","2","2","3","3","The experiment was so fun, and I got to experience first hand how fun it can be to generate AI-pictures. I am not sure I would call it art, though, that's some food for thought","3","2","1","1","1","2","Laypeople_final","FS_2a5EV5cNnN74IyR","FS_2a5EV5cNnN74IyR","Aesthetics Q1","FL_32|FL_36|FL_30|FL_34","FL_48|FL_29|FL_42|FL_41","No","The experiment was so fun, and I got to experience first hand how fun it can be to generate AI-pictures. I am not sure I would call it art, though, that's some food for thought","2","1","","","It was so fun, thank you for the opportunity to participate and best luck with your research",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"74","2024-10-14 10:08:12","2024-10-14 10:58:51",100,"3039","1","2024-10-14 10:58:52","R_5dhkxUE0gmeVlhU","4","1","4","2","1","3","3","3","It is impressive ","4","1","4","1","1","1","Laypeople_final","FS_5dhkxUE0gmeVlhU","FS_5dhkxUE0gmeVlhU","Aesthetics Q3","FL_36|FL_30|FL_32|FL_34","FL_29|FL_41|FL_42|FL_48","no","It is impressive ","3","4","","","Thank you!",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"75","2024-10-14 10:18:09","2024-10-14 10:40:43",100,"1354","1","2024-10-14 10:40:44","R_2FPVZOtKTK3QqOf","4","4","1","2","4","3","1","4","nothing against","5","2","1","1","1","1","Laypeople_final","FS_2FPVZOtKTK3QqOf","FS_2FPVZOtKTK3QqOf","Aesthetics Q2","FL_36|FL_30|FL_34|FL_32","FL_29|FL_41|FL_48|FL_42","no","nothing against","1","4","","","good experience",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"76","2024-10-14 10:20:52","2024-10-14 10:31:07",100,"615","1","2024-10-14 10:31:08","R_1uPUWMvtxMAiZOh","4","4","4","1","4","1","4","3","This was a particularly bad model! Let’s leave art to the artists. ","2","1","3","2","1","1","Laypeople_final","FS_1uPUWMvtxMAiZOh","FS_1uPUWMvtxMAiZOh","Aesthetics Q2","FL_30|FL_36|FL_32|FL_34","FL_48|FL_29|FL_41|FL_42","No ","This was a particularly bad model! Let’s leave art to the artists. ","3","4","","","No, all good!",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"77","2024-10-14 10:35:15","2024-10-14 10:54:35",100,"1159","1","2024-10-14 10:54:36","R_1Icr7GBzoyoBgdc","4","1","1","1","2","3","4","4","I enjoyed playing with AI-generated art with happy and informational experience.","4","1","3","1","1","2","Laypeople_final","FS_1Icr7GBzoyoBgdc","FS_1Icr7GBzoyoBgdc","FaithfulQ1","FL_36|FL_34|FL_30|FL_32","FL_42|FL_41|FL_48|FL_29","I did not encounter any technical difficulties, actually the AI image tool worked very well. Thanks","I enjoyed playing with AI-generated art with happy and informational experience.","1","4","","","Thanks for this interesting study. I enjoyed it.",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"78","2024-10-15 02:29:07","2024-10-15 02:51:47",100,"1359","1","2024-10-15 02:51:48","R_8sIImktWR1wIIxz","2","4","2","","4","4","4","4","it is fun, but very difficult to get the exact results that I imagine, especially with limited words and no iteration","3","1","2","1","1","2","Laypeople_final","FS_8sIImktWR1wIIxz","FS_8sIImktWR1wIIxz","Aesthetics Q2","FL_32|FL_36|FL_30|FL_34","FL_48|FL_29|FL_41|FL_42","no","it is fun, but very difficult to get the exact results that I imagine, especially with limited words and no iteration","3","4","","","",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"79","2024-10-15 02:31:51","2024-10-15 02:47:51",100,"959","1","2024-10-15 02:47:52","R_2Hxr8ZtIaCHmKBz","1","4","3","4","2","4","4","4","Very nice tool","5","1","2","1","1","2","Laypeople_final","FS_2Hxr8ZtIaCHmKBz","FS_2Hxr8ZtIaCHmKBz","Aesthetics Q2","FL_32|FL_36|FL_30|FL_34","FL_41|FL_29|FL_48|FL_42","No","Very nice tool","2","3","","","Nice study",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"80","2024-10-15 02:36:34","2024-10-15 02:56:51",100,"1216","1","2024-10-15 02:56:51","R_8OdGKnlBsx6c3Uv","4","1","3","2","1","3","1","3","Positively","4","2","1","1","1","1","Laypeople_final","FS_8OdGKnlBsx6c3Uv","FS_8OdGKnlBsx6c3Uv","Aesthetics Q1","FL_34|FL_30|FL_32|FL_36","FL_42|FL_29|FL_48|FL_41","I could not delete the default prompt in the second part of the study, which resulted in creating a combination of the default prompt and my prompt","Positively","3","1","","","",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"81","2024-10-15 08:02:40","2024-10-15 08:18:00",100,"919","1","2024-10-15 08:18:01","R_2VZe82cAmcqvKxP","2","1","4","4","4","4","4","2","I think it is fun and creative","4","1","2","1","1","2","Laypeople_final","FS_2VZe82cAmcqvKxP","FS_2VZe82cAmcqvKxP","Aesthetics Q3","FL_34|FL_30|FL_32|FL_36","FL_29|FL_42|FL_41|FL_48","No","I think it is fun and creative","3","4","","","No",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"82","2024-10-15 08:21:39","2024-10-15 08:44:01",100,"1341","1","2024-10-15 08:44:01","R_8XhAGjWRvVSg9jP","2","3","2","3","1","3","4","3","it's incredible ","4","1","3","1","1","2","Laypeople_final","FS_8XhAGjWRvVSg9jP","FS_8XhAGjWRvVSg9jP","FaithfulQ1","FL_30|FL_36|FL_34|FL_32","FL_42|FL_41|FL_48|FL_29","no","it's incredible ","2","2","","","no",NA,NA,NA,NA,"Undergraduate degree (BA/BSc/other)",0
"83","2024-10-15 08:34:23","2024-10-15 08:49:08",100,"885","1","2024-10-15 08:49:09","R_8awvgMmgUHscteG","3","2","4","2","4","2","4","4","needs more work it seems, but it's advancing fast nevertheless","4","1","3","1","1","2","Laypeople_final","FS_8awvgMmgUHscteG","FS_8awvgMmgUHscteG","Aesthetics Q1","FL_32|FL_34|FL_36|FL_30","FL_48|FL_29|FL_42|FL_41","no","needs more work it seems, but it's advancing fast nevertheless","2","2","","","",NA,NA,NA,NA,"Doctorate degree (PhD/other)",0
"84","2024-10-15 08:43:08","2024-10-15 08:57:52",100,"883","1","2024-10-15 08:57:52","R_2IddlAS04NNGVXQ","2","3","1","1","4","4","4","3","It can be quite tricky to get what I want, I need to improve my prompt writing skills","4","1","2","1","1","2","Laypeople_final","FS_2IddlAS04NNGVXQ","FS_2IddlAS04NNGVXQ","FaithfulQ1","FL_36|FL_30|FL_32|FL_34","FL_41|FL_42|FL_48|FL_29","none","It can be quite tricky to get what I want, I need to improve my prompt writing skills","4","4","","","good luck with you study, I was glad to help!",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",0
"85","2024-10-15 09:32:02","2024-10-15 09:45:55",100,"832","1","2024-10-15 09:45:56","R_23DRQGZaeEEs6E1","4","3","4","3","2","4","1","2","It still has much to learn but soon we will be unable to tell the difference between art made by AI and human.","3","2","1","1","1","1","Laypeople_final","FS_23DRQGZaeEEs6E1","FS_23DRQGZaeEEs6E1","FaithfulQ1","FL_36|FL_32|FL_34|FL_30","FL_42|FL_48|FL_41|FL_29","No","It still has much to learn but soon we will be unable to tell the difference between art made by AI and human.","2","4","","","",NA,NA,NA,NA,"Undergraduate degree (BA/BSc/other)",0
"86","2024-10-16 07:03:12","2024-10-16 07:21:35",100,"1102","1","2024-10-16 07:21:36","R_3KxR865CYG4UZXg","1","4","4","3","2","4","1","3","First time using such a system. Quite impressed as to how quickly a new image can be created. Interesting program to work with.","4","2","1","1","1","1","Laypeople_final","FS_3KxR865CYG4UZXg","FS_3KxR865CYG4UZXg","FaithfulQ1","FL_32|FL_34|FL_30|FL_36","FL_42|FL_41|FL_48|FL_29","No.","First time using such a system. Quite impressed as to how quickly a new image can be created. Interesting program to work with.","1","3","","","No.",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"87","2024-10-16 07:04:10","2024-10-16 07:16:00",100,"710","1","2024-10-16 07:16:01","R_866ge4KuDzshvPz","1","3","2","3","2","2","4","4","I think it's pretty powerful and cool for prototyping and conceptualizing","3","1","2","1","1","1","Laypeople_final","FS_866ge4KuDzshvPz","FS_866ge4KuDzshvPz","Aesthetics Q1","FL_36|FL_32|FL_34|FL_30","FL_48|FL_42|FL_29|FL_41","No","I think it's pretty powerful and cool for prototyping and conceptualizing","2","4","","","Nope",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"88","2024-10-16 07:23:47","2024-10-16 07:44:04",100,"1217","1","2024-10-16 07:44:04","R_87NXP7s1zbpC8ND","2","1","2","4","3","4","3","2","it's a very good innovation which is very useful in our every day life ","5","1","4","2","1","2","Laypeople_final","FS_87NXP7s1zbpC8ND","FS_87NXP7s1zbpC8ND","Aesthetics Q1","FL_32|FL_36|FL_30|FL_34","FL_29|FL_42|FL_48|FL_41","Not at all","it's a very good innovation which is very useful in our every day life ","3","3","","","No remarks ",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"89","2024-10-16 09:07:10","2024-10-16 09:26:18",100,"1148","1","2024-10-16 09:26:19","R_8ddatFq2paHOkCb","3","2","2","1","2","3","3","2","Indifferent","3","2","1","1","1","1","Laypeople_final","FS_8ddatFq2paHOkCb","FS_8ddatFq2paHOkCb","Aesthetics Q3","FL_30|FL_32|FL_36|FL_34","FL_41|FL_29|FL_42|FL_48","No","Indifferent","2","1","","","I found it interesting, though harder than I would have expected to generate the pictures I was envisioning",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"90","2024-10-16 09:07:17","2024-10-16 09:14:17",100,"419","1","2024-10-16 09:14:18","R_2VlIKVLxjwNw3Bz","4","4","4","4","4","2","3","4","Very Interested","5","2","1","1","1","1","Laypeople_final","FS_2VlIKVLxjwNw3Bz","FS_2VlIKVLxjwNw3Bz","Aesthetics Q2","FL_32|FL_36|FL_30|FL_34","FL_48|FL_29|FL_41|FL_42","NO","Very Interested","2","4","","","no",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"91","2024-10-16 09:13:22","2024-10-16 09:33:30",100,"1208","1","2024-10-16 09:33:32","R_2ZZne1MK0qFb2U1","3","","1","3","2","4","3","4","Interested, and fairly positive overall","4","2","1","1","1","2","Laypeople_final","FS_2ZZne1MK0qFb2U1","FS_2ZZne1MK0qFb2U1","Aesthetics Q1","FL_32|FL_34|FL_36|FL_30","FL_42|FL_29|FL_48|FL_41","In the last section I tried to delete the prompts that were already there, but couldn't (so wrote a new prompt afterwards); I don't know if this was a technical problem","Interested, and fairly positive overall","2","2","","","I tried to complete the expt. in Microsoft Edge but the images wouldn't load, so I did it in Mozilla Firefox",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"92","2024-10-16 09:44:23","2024-10-16 10:02:23",100,"1080","1","2024-10-16 10:02:23","R_20orlwMXv6fRafC","1","1","3","2","2","4","2","3","worrying that it exists as I think human created art has more value, but has a while before it is accurate. ","3","2","1","1","1","2","Laypeople_final","FS_20orlwMXv6fRafC","FS_20orlwMXv6fRafC","Aesthetics Q2","FL_30|FL_36|FL_34|FL_32","FL_41|FL_29|FL_48|FL_42","yes, it froze for a long time at the start of the second part and needed to be refreshed a few times","worrying that it exists as I think human created art has more value, but has a while before it is accurate. ","3","4","","","",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"93","2024-10-16 09:44:50","2024-10-16 10:17:55",100,"1985","1","2024-10-16 10:17:56","R_28X6yi4Uo2DEQIF","1","3","1","3","2","4","1","4","Huge potential. Impressive results cosntrained only by my imagination or the complexity of the AI.","5","2","1","1","1","1","Laypeople_final","FS_28X6yi4Uo2DEQIF","FS_28X6yi4Uo2DEQIF","FaithfulQ1","FL_32|FL_30|FL_34|FL_36","FL_42|FL_48|FL_41|FL_29","No","Huge potential. Impressive results cosntrained only by my imagination or the complexity of the AI.","1","4","","","AIs are coming for all our jobs. I look forward to permanent holidays.",NA,NA,NA,NA,"Doctorate degree (PhD/other)",1
"94","2024-10-17 03:33:06","2024-10-17 03:44:01",100,"655","1","2024-10-17 03:44:01","R_8LLMpc2yp1LG7Id","2","1","2","2","2","1","1","2","It is very powerful","4","1","2","1","1","2","Laypeople_final","FS_8LLMpc2yp1LG7Id","FS_8LLMpc2yp1LG7Id","Aesthetics Q2","FL_32|FL_30|FL_34|FL_36","FL_29|FL_48|FL_41|FL_42","no","It is very powerful","2","2","","","no",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",1
"95","2024-10-17 03:53:30","2024-10-17 04:09:59",100,"989","1","2024-10-17 04:10:00","R_45XGTaPb9jhESF4","1","4","2","4","2","1","2","2","I was surprised with what it could do.","3","1","2","1","1","1","Laypeople_final","FS_45XGTaPb9jhESF4","FS_45XGTaPb9jhESF4","Aesthetics Q2","FL_34|FL_30|FL_32|FL_36","FL_29|FL_48|FL_41|FL_42","No","I was surprised with what it could do.","2","1","","","",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",1
"96","2024-10-17 03:53:38","2024-10-17 04:05:49",100,"730","1","2024-10-17 04:05:50","R_29v5brX4l0gvd56","4","4","4","2","2","4","4","3","Absolute nonsense - it has none of the imagination of a human brain. Some of the suggestions were only as funny or ridiculous as the prompts given - but even then, they contained little of the detail a human artist could provide. They were also stunningly literal, and sometimes missed the point.","1","2","1","1","1","1","Laypeople_final","FS_29v5brX4l0gvd56","FS_29v5brX4l0gvd56","Aesthetics Q2","FL_34|FL_36|FL_30|FL_32","FL_48|FL_41|FL_29|FL_42","No","Absolute nonsense - it has none of the imagination of a human brain. Some of the suggestions were only as funny or ridiculous as the prompts given - but even then, they contained little of the detail a human artist could provide. They were also stunningly literal, and sometimes missed the point.","3","4","","","A.I. will be the end of us all. Has nobody seen 'Terminator 2'...?!",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",1
"97","2024-10-17 10:12:27","2024-10-17 10:34:33",100,"1325","1","2024-10-17 10:34:33","R_1ek5vTpP65wlkvS","3","2","2","3","2","1","2","2","Creating prompts is more challenging than I would have thought. It doesn't take things literally.","2","1","2","1","1","1","Laypeople_final","FS_1ek5vTpP65wlkvS","FS_1ek5vTpP65wlkvS","Aesthetics Q1","FL_36|FL_32|FL_34|FL_30","FL_42|FL_29|FL_48|FL_41","No","Creating prompts is more challenging than I would have thought. It doesn't take things literally.","2","3","","","No",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",1
"98","2024-10-17 10:12:50","2024-10-17 10:23:11",100,"621","1","2024-10-17 10:23:12","R_28wRwcyWJAzfQdz","4","2","4","1","4","3","3","3","Its okay sometimes very literal ","4","2","1","1","1","1","Laypeople_final","FS_28wRwcyWJAzfQdz","FS_28wRwcyWJAzfQdz","Aesthetics Q3","FL_36|FL_34|FL_32|FL_30","FL_29|FL_41|FL_42|FL_48","no","Its okay sometimes very literal ","4","4","","","no",NA,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)",1
